time,tokenPriceA,tokenPriceB,close,cumFees,cumIL
2020-09-15 07:49:28.550,8182.884246916319,0.894957268966193,9143.323967152925,0.0,-3.8796199344992566e-05
2020-09-15 13:49:28.550,8143.89447584164,0.8913153858436315,9136.93918582302,0.0,-3.5780717171696175e-05
2020-09-15 19:49:28.550,8453.66596988273,0.9276116840639351,9113.367279772281,0.0,-2.5689095935588213e-05
2020-09-16 01:49:28.550,8538.08278319609,0.931900128725611,9162.01481254441,0.0,-4.831110224690072e-05
2020-09-16 07:49:28.550,8365.987399976642,0.9225389113783238,9068.438519820696,0.0,-1.1030081962459803e-05
2020-09-16 13:49:28.550,8496.68274629971,0.9404869608430121,9034.344015448814,0.0,-3.9577641162136246e-06
2020-09-16 19:49:28.550,8563.032840683645,0.9502121419094138,9011.70640008511,0.0,-1.2152748694038706e-06
2020-09-17 01:49:28.550,8549.142664214103,0.9309037363858893,9183.70217032861,0.0,-6.0629076149676386e-05
2020-09-17 07:49:28.550,8525.26865366821,0.9243736630061552,9222.751572067931,0.0,-8.623841405241972e-05
2020-09-17 13:49:28.550,8509.03700564733,0.9388977186945371,9062.79441969299,0.0,-9.616468713113946e-06
2020-09-17 19:49:28.550,8416.863626304286,0.9379353593973181,8973.820575132859,0.0,-1.4984637963788572e-07
2020-09-18 01:49:28.550,8402.533340382062,0.9392757681444168,8945.757598944194,0.0,-2.2334253206857113e-06
2020-09-18 07:49:28.550,8278.548133503149,0.9201198323959673,8997.249969002442,0.0,-2.8598496348841707e-07
2020-09-18 13:49:28.550,8118.104952602248,0.8890866707143857,9130.836418995359,0.0,-3.3010580948178436e-05
2020-09-18 19:49:28.550,7692.58850212772,0.8322474136374401,9243.150986202903,0.0,-0.00010135493388518935
2020-09-19 01:49:28.550,7811.413863993539,0.8368767979566132,9334.006968608193,0.0,-0.00018293139624181443
2020-09-19 07:49:28.550,7804.322112126267,0.8462545109650617,9222.19262763667,0.0,-8.584094010122278e-05
2020-09-19 13:49:28.550,7799.25742161409,0.8484273039736155,9192.605406599023,0.0,-6.608113492123646e-05
2020-09-19 19:49:28.550,8099.712840598957,0.8780213535337442,9224.961110570152,0.0,-8.781839861471408e-05
2020-09-20 01:49:28.550,8095.264380689809,0.8831319899859567,9166.539625428513,0.0,-5.07680921396636e-05
2020-09-20 07:49:28.550,8065.306473175295,0.8625636313464924,9350.390139432457,0.0,-0.00020008335998156213
2020-09-20 13:49:28.550,7963.372090734455,0.8483335170734697,9387.077052202323,0.0,-0.00024115538795976832
2020-09-20 19:49:28.550,7861.28089107237,0.8464027880935876,9287.872159281143,0.0,-0.00013862089907767938
2020-09-21 01:49:28.550,7878.077630327078,0.837585372649591,9405.701063529581,0.0,-0.00026340363603949424
2020-09-21 07:49:28.550,8063.1843739020205,0.8492823632554719,9494.114940753268,0.0,-0.00038166617165158456
2020-09-21 13:49:28.550,7898.479138025089,0.8303795375241111,9511.890383974867,0.0,-0.0004079299874134579
2020-09-21 19:49:28.550,7819.291402493048,0.8334238494305356,9382.130602376974,0.0,-0.00023540404926614134
2020-09-22 01:49:28.550,7725.6262783881575,0.8354800641648292,9246.930728515856,0.0,-0.00010428590272670846
2020-09-22 07:49:28.550,7747.7309179658905,0.8424439832776005,9196.731262561434,0.0,-6.868538180759831e-05
2020-09-22 13:49:28.550,7810.436411935095,0.8469753241046376,9221.563119553377,0.0,-8.539435755483549e-05
2020-09-22 19:49:28.550,7843.913278231264,0.8515527238421288,9211.30666207048,0.0,-7.827820407069197e-05
2020-09-23 01:49:28.550,7803.014189713767,0.848017000854718,9201.483203578577,0.0,-7.174567513268393e-05
2020-09-23 07:49:28.550,7860.091630569103,0.8396389560055354,9361.275551056357,0.0,-0.000211886809460049
2020-09-23 13:49:28.550,7723.139594097827,0.8373374946266914,9223.448900423384,0.0,-8.673554793814375e-05
2020-09-23 19:49:28.550,7683.142247398175,0.8278427828740124,9280.919525232433,0.0,-0.00013245762252711568
2020-09-24 01:49:28.550,7735.459466616466,0.8432307099204887,9173.597896293259,0.0,-5.4719868413433126e-05
2020-09-24 07:49:28.550,7814.319893208363,0.8396696077988142,9306.4222172975,0.0,-0.00015572625898785386
2020-09-24 13:49:28.550,7909.81733169737,0.8523470396881666,9280.04317888075,0.0,-0.0001316903903679778
2020-09-24 19:49:28.550,7923.640823358667,0.8681278803653218,9127.27376066332,0.0,-3.1444203667407855e-05
2020-09-25 01:49:28.550,8034.535490732177,0.8703922306606897,9230.936591234728,0.0,-9.216118880750468e-05
2020-09-25 07:49:28.550,7915.93992228575,0.8428984842759322,9391.332491344687,0.0,-0.00024615632060676074
2020-09-25 13:49:28.550,7981.2940081489105,0.8737191435181173,9134.850789707358,0.0,-3.482041390556745e-05
2020-09-25 19:49:28.550,8142.259500336916,0.8674482051128612,9386.450340602814,0.0,-0.00024042302815030503
2020-09-26 01:49:28.550,8492.291148206914,0.9272213605164463,9158.86055890349,0.0,-4.663367681290165e-05
2020-09-26 07:49:28.550,8519.722655678384,0.914541513095986,9315.840269335258,0.0,-0.00016477764402711426
2020-09-26 13:49:28.550,8480.470853031287,0.9158394013004688,9259.779434024385,0.0,-0.00011455217342748458
2020-09-26 19:49:28.550,8475.530933453776,0.9102943159507283,9310.758932512694,0.0,-0.00015986352513130964
2020-09-27 01:49:28.550,8373.389930596762,0.909252468237099,9209.09232925315,0.0,-7.678146483214299e-05
2020-09-27 07:49:28.550,8896.571753706665,0.9612493507017354,9255.217438859076,0.0,-0.00011085356909990018
2020-09-27 13:49:28.550,9077.63466885175,0.9819206478427729,9244.774197176552,0.0,-0.0001026086687910821
2020-09-27 19:49:28.550,9104.97934199617,0.9887142322903467,9208.90894925683,0.0,-7.665814398005732e-05
2020-09-28 01:49:28.550,9443.072650718681,1.0244064973637208,9218.091328998931,0.0,-8.295179766559801e-05
2020-09-28 07:49:28.550,9284.237135406416,0.9995679771663594,9288.249871435435,0.0,-0.0001389596066885268
2020-09-28 13:49:28.550,9337.181317207369,1.0252091972633766,9107.586375669867,0.0,-2.3465368106934115e-05
2020-09-28 19:49:28.550,9249.126985921888,1.0155130027572086,9107.837084123672,0.0,-2.355974847434439e-05
2020-09-29 01:49:28.550,9223.730351713713,1.0084215286611244,9146.70114585912,0.0,-4.0439646449286215e-05
2020-09-29 07:49:28.550,9411.384092989925,1.0243342235399653,9187.805968705616,0.0,-6.311361340738397e-05
2020-09-29 13:49:28.550,9341.66427223149,1.0195836265555704,9162.234493496293,0.0,-4.8429010217510005e-05
2020-09-29 19:49:28.550,9394.127596145388,1.0268197134026864,9148.76046254997,0.0,-4.145820357892571e-05
2020-09-30 01:49:28.550,9661.31239030349,1.064811552557357,9073.260303290215,0.0,-1.2313727017376763e-05
2020-09-30 07:49:28.550,9682.171248998642,1.0714308543196338,9036.673911306101,0.0,-4.328812282405892e-06
2020-09-30 13:49:28.550,9806.983949431466,1.077810057280381,9098.99094296564,0.0,-2.0342682982010807e-05
2020-09-30 19:49:28.550,9219.187437504464,1.0151187081500146,9081.881127287874,0.0,-1.4782874661278811e-05
2020-10-01 01:49:28.550,9214.17031858885,1.0023875741316133,9192.223204254356,0.0,-6.584237640294699e-05
2020-10-01 07:49:28.550,9151.60047298972,0.9979251851939754,9170.627827386523,0.0,-5.3039316861624997e-05
2020-10-01 13:49:28.550,9291.70548212952,1.0211139134847846,9099.577784049041,0.0,-2.0548882509685562e-05
2020-10-01 19:49:28.550,9375.159161210648,1.028977040798472,9111.145136859082,0.0,-2.4822568688964708e-05
2020-10-02 01:49:28.550,9534.825214367593,1.0416577999827443,9153.510120622668,0.0,-4.385482286650699e-05
2020-10-02 07:49:28.550,6773.176982344762,0.6481777994305664,10449.566443489883,0.0,-0.002849163648445008
2020-10-02 13:49:28.550,6923.719985020174,0.6688300091861954,10351.987635011577,0.0,-0.00250716818728991
2020-10-02 19:49:28.550,6757.4151177115045,0.6577500275822983,10273.530724962244,0.0,-0.0022457982716991287
2020-10-03 01:49:28.550,6851.064843790275,0.675882293689042,10136.476288491578,0.0,-0.0018193257963611265
2020-10-03 07:49:28.550,6832.728162107576,0.6629714706381592,10306.217484035276,0.0,-0.002353193346963489
2020-10-03 13:49:28.550,6733.563162906693,0.6542019162833598,10292.790337823055,0.0,-0.002308816909728506
2020-10-03 19:49:28.550,6710.186346370669,0.6485116426416934,10347.056097615949,0.0,-0.002490378143487404
