time,tokenAPrice,tokenBPrice,close,cumFees,cumIL,fees
2021-01-15 01:56:57,1218.3373862114688,0.996353917823178,1222.795800184414,0.0,-5.263257287058121e-05,0.0
2021-01-15 02:56:57,1236.3945750274654,0.9992089366484366,1237.3734157888948,6.443577755058325e-05,-0.000130972966818,6.443577755058325e-05
2021-01-15 03:56:57,1228.4837981513845,0.9993020302600376,1229.3418415568608,0.00012065360528708326,-8.358192396940023e-05,5.621782773650001e-05
2021-01-15 04:56:57,1232.2793413898862,0.998528962331132,1234.0947412412038,0.00015217720159658326,-0.0001103850279184,3.1523596309500004e-05
2021-01-15 05:56:57,1209.4751731829213,0.997809059554409,1212.1308797527213,0.00019537365378588325,-1.7287547133260084e-05,4.3196452189299986e-05
2021-01-15 06:56:57,1212.8586195109158,0.998261522425962,1214.9708190329152,0.00022648797475898323,-2.485212282321569e-05,3.111432097309999e-05
2021-01-15 07:56:57,1194.660876113228,1.0003539213547985,1194.2382097080963,0.00026021580332578323,-1.2099171896595706e-06,3.372782856680002e-05
2021-01-15 08:56:57,1192.8535262432815,0.9996449335335712,1193.2772189688906,0.0003334279530598832,-1.9170533995804817e-06,7.321214973409997e-05
2021-01-15 09:56:57,1232.8227682928566,1.0003942425055194,1232.336928694444,0.00038538843908938325,-0.0001000508647134,5.196048602950005e-05
2021-01-15 10:56:57,1223.9039912355577,0.998800058554004,1225.374368727455,0.00041488861382258323,-6.399275086610423e-05,2.950017473319998e-05
2021-01-15 11:56:57,1229.2480139907657,0.9987486341884848,1230.788180240736,0.00045148740064818323,-9.135509309088352e-05,3.65987868256e-05
2021-01-15 12:56:57,1232.646691271323,0.997830263335842,1235.3270256110168,0.0004817476989236832,-0.000117923010692,3.0260298275499946e-05
2021-01-15 13:56:57,1223.6341687099948,0.9989282261184024,1224.9470349483931,0.0005079827905837833,-6.203512285185564e-05,2.6235091660100078e-05
2021-01-15 14:56:57,1218.876646002904,0.9973187501563224,1222.1535450043968,0.0005647381159497833,-4.997211125012946e-05,5.6755325366000006e-05
2021-01-15 15:56:57,1216.2332891127242,0.9983812672865772,1218.2052377827863,0.0006158937845525832,-3.510695531971919e-05,5.115566860279996e-05
2021-01-15 16:56:57,1198.1441044846129,0.999505613565249,1198.7367436695206,0.0006801767938191832,-5.2588982724088864e-08,6.428300926660001e-05
2021-01-15 17:56:57,1138.7673346982017,1.0008862035087065,1137.759048637237,0.0008084326837804832,-0.0003322004108782,0.00012825588996129994
2021-01-15 18:56:57,1159.3373227274628,0.9987378433905562,1160.802437195828,0.0011073528247604832,-0.0001240825562804,0.00029892014097999996
2021-01-15 19:56:57,1147.7805089956976,0.998406159057346,1149.6128089588155,0.0011849374953862833,-0.0002120855318994,7.758467062580002e-05
2021-01-15 20:56:57,1133.5904432512357,0.9993300728852552,1134.350375325287,0.0012858707482345834,-0.0003719775160589,0.00010093325284830012
2021-01-15 21:56:57,1143.142581593963,0.9999245469887736,1143.2288416525869,0.0013457484033235834,-0.0002732860644579,5.987765508900004e-05
2021-01-15 22:56:57,1134.3397610641498,0.9993881770264156,1135.0342010641648,0.0014301517464547833,-0.0003638078090941,8.440334313119992e-05
2021-01-15 23:56:57,1157.7661749233414,0.9990313052633834,1158.8887843891032,0.0014823323940521833,-0.0001374164141587,5.2180647597399946e-05
2021-01-16 00:56:57,1171.300113336886,1.000979374517384,1170.154094235579,0.0015268089143155833,-6.893461937718115e-05,4.447652026339996e-05
2021-01-16 01:56:57,1169.9517362319643,0.9996900228424864,1170.31450699624,0.0015503821217196833,-6.813227039159653e-05,2.357320740410001e-05
2021-01-16 02:56:57,1190.568837756878,1.0009144614547028,1189.481103136962,0.0016039540710913833,-6.305657607730275e-06,5.357194937170005e-05
2021-01-16 03:56:57,1180.1802696936682,1.000556152085004,1179.5242748089204,0.0016302237178896833,-3.006330912691535e-05,2.626964679830002e-05
2021-01-16 04:56:57,1164.0425083760415,0.9987011131850734,1165.5564342605558,0.0016604878082690834,-9.398200101640164e-05,3.0264090379400043e-05
2021-01-16 05:56:57,1174.9418957335956,0.9992188015146356,1175.860476156569,0.0016865341684716834,-4.3333998949623975e-05,2.6046360202600007e-05
2021-01-16 06:56:57,1174.8795509802071,0.9994846303307752,1175.4853604816174,0.0017058777710506833,-4.483181756154142e-05,1.9343602578999943e-05
2021-01-16 07:56:57,1161.105007304459,1.000057480204155,1161.0382705876336,0.0017360177152870833,-0.0001224878739861,3.0139944236399997e-05
2021-01-16 08:56:57,1172.5296635385278,0.997378075883555,1175.612029069127,0.0017510984200361833,-4.432313706881352e-05,1.5080704749100005e-05
2021-01-16 09:56:57,1182.3163450517052,0.9988016967668436,1183.7348183116878,0.0017707622835607833,-1.7835487131856453e-05,1.9663863524599975e-05
2021-01-16 10:56:57,1209.6144193657142,1.0005335736425125,1208.969345188516,0.0018191999011374833,-1.0461905071812438e-05,4.843761757669998e-05
2021-01-16 11:56:57,1209.0282875268538,0.9999102710159968,1209.1367821418362,0.0018369007734367834,-1.0781033308093768e-05,1.7700872299300117e-05
2021-01-16 12:56:57,1209.154594355124,0.9989741008993608,1210.3963388705884,0.0018664986541249834,-1.3333798510317685e-05,2.9597880688200014e-05
2021-01-16 13:56:57,1217.8864096355649,0.9996109277598284,1218.360439861238,0.0019121541432502835,-3.5642701722515824e-05,4.565548912530007e-05
2021-01-16 14:56:57,1216.2901702062068,1.0011587826977617,1214.882385518053,0.0019721612993457835,-2.4596206618876515e-05,6.000715609549975e-05
2021-01-16 15:56:57,1239.2705602193166,1.0022524215653048,1236.4854736732289,0.0020090520541847837,-0.0001252291016702,3.689075483900026e-05
2021-01-16 16:56:57,1236.7780806133906,1.000531049906914,1236.1216383324197,0.0020558902139647837,-0.0001229115648078,4.6838159779999996e-05
2021-01-16 17:56:57,1269.5214938727888,0.9996745154100912,1269.9348380927763,0.0021801933821112836,-0.0004253800246992,0.00012430316814649985
2021-01-16 18:56:57,1260.1911232995756,0.999223465431038,1261.1704657635948,0.0023312230286520836,-0.0003304183100405,0.00015102964654080007
2021-01-16 19:56:57,1258.9165122157674,1.0004616700699789,1258.3355763421805,0.0023664934091670834,-0.0003021376130801,3.5270380514999724e-05
2021-01-16 20:56:57,1247.261739687979,1.0000061384743588,1247.2540834507686,0.0024089429676259835,-0.0002032261192225,4.244955845890018e-05
2021-01-16 21:56:57,1250.1630208040451,0.9993502189656868,1250.9758812060363,0.0024568481869733836,-0.0002343618684865,4.790521934740005e-05
2021-01-16 22:56:57,1268.1525600997431,1.0001000077036584,1268.0257477565303,0.0025027725452251835,-0.0004037335773638,4.592435825179989e-05
2021-01-16 23:56:57,1230.4604804820624,0.9989810501500286,1231.7155368435365,0.0025530738889474837,-9.651578174052489e-05,5.030134372230018e-05
2021-01-17 00:56:57,1231.830212265851,0.9990394711184066,1233.0145583605815,0.0026256353800771836,-0.0001039762477473,7.256149112969991e-05
2021-01-17 01:56:57,1235.6604316631806,1.000145269118108,1235.4809544344905,0.0026838537104128834,-0.0001188815519674,5.821833033569984e-05
2021-01-17 02:56:57,1235.5147966954044,1.0011372644875556,1234.111285756422,0.0027445195692708834,-0.0001104846328185,6.066585885800002e-05
2021-01-17 03:56:57,1240.0657574585568,1.0008198908303492,1239.049871830298,0.0027781368051990837,-0.0001421566947709,3.361723592820026e-05
2021-01-17 04:56:57,1243.7437077427574,0.9993399187797308,1244.565221873116,0.0028165398598713836,-0.0001820583906514,3.8403054672299895e-05
2021-01-17 05:56:57,1238.5187895141155,0.9975603584204356,1241.547720957176,0.0028474823085553836,-0.0001596391483325,3.094244868400006e-05
2021-01-17 06:56:57,1226.494658875516,0.999648054113614,1226.9264705997416,0.0028878077678605838,-7.135263252566748e-05,4.032545930520012e-05
2021-01-17 07:56:57,1217.9897235781773,0.9989640477233244,1219.252811303891,0.0029280257482821835,-3.88004336988601e-05,4.021798042159975e-05
2021-01-17 08:56:57,1211.4639185729905,0.9999782785576024,1211.490233888321,0.0029637366157293835,-1.576821353355129e-05,3.57108674472e-05
2021-01-17 09:56:57,1188.7526175268154,0.998943581474064,1190.009765889546,0.0030391053022876834,-5.541347766979676e-06,7.536868655829993e-05
2021-01-17 10:56:57,1188.644904197875,0.9954718362963852,1194.0517660652083,0.0031131107683612835,-1.3344017651961693e-06,7.40054660736001e-05
2021-01-17 11:56:57,1180.546476634598,0.998629767310624,1182.1663195699518,0.0031721486143071837,-2.201467968421245e-05,5.90378459459002e-05
2021-01-17 12:56:57,1203.835705633523,0.9978546551648642,1206.4239009183427,0.0032179213739046836,-6.196689113391329e-06,4.577275959749983e-05
2021-01-17 13:56:57,1221.6919059297122,0.9998619180417024,1221.86062283728,0.0032434579021805836,-4.878117204409893e-05,2.553652827590007e-05
